id,date_value,hour_value,mmYYYY_value
9020,10-Jan-2013,19,01/2013
9021,10-Jan-2013,20,01/2013
9022,10-Jan-2013,21,01/2013
9023,10-Jan-2013,22,01/2013
9024,10-Jan-2013,23,01/2013
9025,11-Jan-2013,0,01/2013
9026,11-Jan-2013,1,01/2013
9027,11-Jan-2013,2,01/2013
9028,11-Jan-2013,3,01/2013
9029,11-Jan-2013,4,01/2013
9030,11-Jan-2013,5,01/2013
9031,11-Jan-2013,6,01/2013
9032,11-Jan-2013,7,01/2013
9033,11-Jan-2013,8,01/2013
9034,11-Jan-2013,9,01/2013
9035,11-Jan-2013,10,01/2013
9036,11-Jan-2013,11,01/2013
9037,11-Jan-2013,12,01/2013
9038,11-Jan-2013,13,01/2013
9039,11-Jan-2013,14,01/2013
9040,11-Jan-2013,15,01/2013
9041,11-Jan-2013,16,01/2013
9042,11-Jan-2013,17,01/2013
9043,11-Jan-2013,18,01/2013
9044,11-Jan-2013,19,01/2013
9045,11-Jan-2013,20,01/2013
9046,11-Jan-2013,21,01/2013
9047,11-Jan-2013,22,01/2013
9048,11-Jan-2013,23,01/2013
9049,12-Jan-2013,0,01/2013
9050,12-Jan-2013,1,01/2013
9051,12-Jan-2013,2,01/2013
9052,12-Jan-2013,3,01/2013
9053,12-Jan-2013,4,01/2013
9054,12-Jan-2013,5,01/2013
9055,12-Jan-2013,6,01/2013
9056,12-Jan-2013,7,01/2013
9057,12-Jan-2013,8,01/2013
9058,12-Jan-2013,9,01/2013
9059,12-Jan-2013,10,01/2013
9060,12-Jan-2013,11,01/2013
9061,12-Jan-2013,12,01/2013
9062,12-Jan-2013,13,01/2013
9063,12-Jan-2013,14,01/2013
9064,12-Jan-2013,15,01/2013
9065,12-Jan-2013,16,01/2013
9066,12-Jan-2013,17,01/2013
9067,12-Jan-2013,18,01/2013
9068,12-Jan-2013,19,01/2013
9069,12-Jan-2013,20,01/2013
9070,12-Jan-2013,21,01/2013
9071,12-Jan-2013,22,01/2013
9072,12-Jan-2013,23,01/2013
9073,13-Jan-2013,0,01/2013
9074,13-Jan-2013,1,01/2013
9075,13-Jan-2013,2,01/2013
9076,13-Jan-2013,3,01/2013
9077,13-Jan-2013,4,01/2013
9078,13-Jan-2013,5,01/2013
9079,13-Jan-2013,6,01/2013
9080,13-Jan-2013,7,01/2013
9081,13-Jan-2013,8,01/2013
9082,13-Jan-2013,9,01/2013
9083,13-Jan-2013,10,01/2013
9084,13-Jan-2013,11,01/2013
9085,13-Jan-2013,12,01/2013
9086,13-Jan-2013,13,01/2013
9087,13-Jan-2013,14,01/2013
9088,13-Jan-2013,15,01/2013
9089,13-Jan-2013,16,01/2013
9090,13-Jan-2013,17,01/2013
9091,13-Jan-2013,18,01/2013
9092,13-Jan-2013,19,01/2013
9093,13-Jan-2013,20,01/2013
9094,13-Jan-2013,21,01/2013
9095,13-Jan-2013,22,01/2013
9096,13-Jan-2013,23,01/2013
9097,14-Jan-2013,0,01/2013
9098,14-Jan-2013,1,01/2013
9099,14-Jan-2013,2,01/2013
9100,14-Jan-2013,3,01/2013
9101,14-Jan-2013,4,01/2013
9102,14-Jan-2013,5,01/2013
9103,14-Jan-2013,6,01/2013
9104,14-Jan-2013,7,01/2013
9105,14-Jan-2013,8,01/2013
9106,14-Jan-2013,9,01/2013
9107,14-Jan-2013,10,01/2013
9108,14-Jan-2013,11,01/2013
9109,14-Jan-2013,12,01/2013
9110,14-Jan-2013,13,01/2013
9111,14-Jan-2013,14,01/2013
9112,14-Jan-2013,15,01/2013
9113,14-Jan-2013,16,01/2013
9114,14-Jan-2013,17,01/2013
9115,14-Jan-2013,18,01/2013
9116,14-Jan-2013,19,01/2013
9117,14-Jan-2013,20,01/2013
9118,14-Jan-2013,21,01/2013
9119,14-Jan-2013,22,01/2013
9120,14-Jan-2013,23,01/2013
9121,15-Jan-2013,0,01/2013
9122,15-Jan-2013,1,01/2013
9123,15-Jan-2013,2,01/2013
9124,15-Jan-2013,3,01/2013
9125,15-Jan-2013,4,01/2013
9126,15-Jan-2013,5,01/2013
9127,15-Jan-2013,6,01/2013
9128,15-Jan-2013,7,01/2013
9129,15-Jan-2013,8,01/2013
9130,15-Jan-2013,9,01/2013
9131,15-Jan-2013,10,01/2013
9132,15-Jan-2013,11,01/2013
9133,15-Jan-2013,12,01/2013
9134,15-Jan-2013,13,01/2013
9135,15-Jan-2013,14,01/2013
9136,15-Jan-2013,15,01/2013
9137,15-Jan-2013,16,01/2013
9138,15-Jan-2013,17,01/2013
9139,15-Jan-2013,18,01/2013
9140,15-Jan-2013,19,01/2013
9141,15-Jan-2013,20,01/2013
9142,15-Jan-2013,21,01/2013
9143,15-Jan-2013,22,01/2013
9144,15-Jan-2013,23,01/2013
9145,16-Jan-2013,0,01/2013
9146,16-Jan-2013,1,01/2013
9147,16-Jan-2013,2,01/2013
9148,16-Jan-2013,3,01/2013
9149,16-Jan-2013,4,01/2013
9150,16-Jan-2013,5,01/2013
9151,16-Jan-2013,6,01/2013
9152,16-Jan-2013,7,01/2013
9153,16-Jan-2013,8,01/2013
9154,16-Jan-2013,9,01/2013
9155,16-Jan-2013,10,01/2013
9156,16-Jan-2013,11,01/2013
9157,16-Jan-2013,12,01/2013
9158,16-Jan-2013,13,01/2013
9159,16-Jan-2013,14,01/2013
9160,16-Jan-2013,15,01/2013
9161,16-Jan-2013,16,01/2013
9162,16-Jan-2013,17,01/2013
9163,16-Jan-2013,18,01/2013
9164,16-Jan-2013,19,01/2013
9165,16-Jan-2013,20,01/2013
9166,16-Jan-2013,21,01/2013
9167,16-Jan-2013,22,01/2013
9168,16-Jan-2013,23,01/2013
9169,17-Jan-2013,0,01/2013
9170,17-Jan-2013,1,01/2013
9171,17-Jan-2013,2,01/2013
9172,17-Jan-2013,3,01/2013
9173,17-Jan-2013,4,01/2013
9174,17-Jan-2013,5,01/2013
9175,17-Jan-2013,6,01/2013
9176,17-Jan-2013,7,01/2013
9177,17-Jan-2013,8,01/2013
9178,17-Jan-2013,9,01/2013
9179,17-Jan-2013,10,01/2013
9180,17-Jan-2013,11,01/2013
9181,17-Jan-2013,12,01/2013
9182,17-Jan-2013,13,01/2013
9183,17-Jan-2013,14,01/2013
9184,17-Jan-2013,15,01/2013
9185,17-Jan-2013,16,01/2013
9186,17-Jan-2013,17,01/2013
9187,17-Jan-2013,18,01/2013
9188,17-Jan-2013,19,01/2013
9189,17-Jan-2013,20,01/2013
9190,17-Jan-2013,21,01/2013
9191,17-Jan-2013,22,01/2013
9192,17-Jan-2013,23,01/2013
9193,18-Jan-2013,0,01/2013
9194,18-Jan-2013,1,01/2013
9195,18-Jan-2013,2,01/2013
9196,18-Jan-2013,3,01/2013
9197,18-Jan-2013,4,01/2013
9198,18-Jan-2013,5,01/2013
9199,18-Jan-2013,6,01/2013
9200,18-Jan-2013,7,01/2013
9201,18-Jan-2013,8,01/2013
9202,18-Jan-2013,9,01/2013
9203,18-Jan-2013,10,01/2013
9204,18-Jan-2013,11,01/2013
9205,18-Jan-2013,12,01/2013
9206,18-Jan-2013,13,01/2013
9207,18-Jan-2013,14,01/2013
9208,18-Jan-2013,15,01/2013
9209,18-Jan-2013,16,01/2013
9210,18-Jan-2013,17,01/2013
9211,18-Jan-2013,18,01/2013
9212,18-Jan-2013,19,01/2013
9213,18-Jan-2013,20,01/2013
9214,18-Jan-2013,21,01/2013
9215,18-Jan-2013,22,01/2013
9216,18-Jan-2013,23,01/2013
9217,19-Jan-2013,0,01/2013
9218,19-Jan-2013,1,01/2013
9219,19-Jan-2013,2,01/2013
9220,19-Jan-2013,3,01/2013
9221,19-Jan-2013,4,01/2013
9222,19-Jan-2013,5,01/2013
9223,19-Jan-2013,6,01/2013
9224,19-Jan-2013,7,01/2013
9225,19-Jan-2013,8,01/2013
9226,19-Jan-2013,9,01/2013
9227,19-Jan-2013,10,01/2013
9228,19-Jan-2013,11,01/2013
9229,19-Jan-2013,12,01/2013
9230,19-Jan-2013,13,01/2013
9231,19-Jan-2013,14,01/2013
9232,19-Jan-2013,15,01/2013
9233,19-Jan-2013,16,01/2013
9234,19-Jan-2013,17,01/2013
9235,19-Jan-2013,18,01/2013
9236,19-Jan-2013,19,01/2013
9237,19-Jan-2013,20,01/2013
9238,19-Jan-2013,21,01/2013
9239,19-Jan-2013,22,01/2013
9240,19-Jan-2013,23,01/2013
9241,20-Jan-2013,0,01/2013
9242,20-Jan-2013,1,01/2013
9243,20-Jan-2013,2,01/2013
9244,20-Jan-2013,3,01/2013
9245,20-Jan-2013,4,01/2013
9246,20-Jan-2013,5,01/2013
9247,20-Jan-2013,6,01/2013
9248,20-Jan-2013,7,01/2013
9249,20-Jan-2013,8,01/2013
9250,20-Jan-2013,9,01/2013
9251,20-Jan-2013,10,01/2013
9252,20-Jan-2013,11,01/2013
9253,20-Jan-2013,12,01/2013
9254,20-Jan-2013,13,01/2013
9255,20-Jan-2013,14,01/2013
9256,20-Jan-2013,15,01/2013
9257,20-Jan-2013,16,01/2013
9258,20-Jan-2013,17,01/2013
9259,20-Jan-2013,18,01/2013
9260,20-Jan-2013,19,01/2013
9261,20-Jan-2013,20,01/2013
9262,20-Jan-2013,21,01/2013
9263,20-Jan-2013,22,01/2013
9264,20-Jan-2013,23,01/2013
9265,21-Jan-2013,0,01/2013
9266,21-Jan-2013,1,01/2013
9267,21-Jan-2013,2,01/2013
9268,21-Jan-2013,3,01/2013
9269,21-Jan-2013,4,01/2013
9270,21-Jan-2013,5,01/2013
9271,21-Jan-2013,6,01/2013
9272,21-Jan-2013,7,01/2013
9273,21-Jan-2013,8,01/2013
9274,21-Jan-2013,9,01/2013
9275,21-Jan-2013,10,01/2013
9276,21-Jan-2013,11,01/2013
9277,21-Jan-2013,12,01/2013
9278,21-Jan-2013,13,01/2013
9279,21-Jan-2013,14,01/2013
9280,21-Jan-2013,15,01/2013
9281,21-Jan-2013,16,01/2013
9282,21-Jan-2013,17,01/2013
9283,21-Jan-2013,18,01/2013
9284,21-Jan-2013,19,01/2013
9285,21-Jan-2013,20,01/2013
9286,21-Jan-2013,21,01/2013
9287,21-Jan-2013,22,01/2013
9288,21-Jan-2013,23,01/2013
9289,22-Jan-2013,0,01/2013
9290,22-Jan-2013,1,01/2013
9291,22-Jan-2013,2,01/2013
9292,22-Jan-2013,3,01/2013
9293,22-Jan-2013,4,01/2013
9294,22-Jan-2013,5,01/2013
9295,22-Jan-2013,6,01/2013
9296,22-Jan-2013,7,01/2013
9297,22-Jan-2013,8,01/2013
9298,22-Jan-2013,9,01/2013
9299,22-Jan-2013,10,01/2013
9300,22-Jan-2013,11,01/2013
9301,22-Jan-2013,12,01/2013
9302,22-Jan-2013,13,01/2013
9303,22-Jan-2013,14,01/2013
9304,22-Jan-2013,15,01/2013
9305,22-Jan-2013,16,01/2013
9306,22-Jan-2013,17,01/2013
9307,22-Jan-2013,18,01/2013
9308,22-Jan-2013,19,01/2013
9309,22-Jan-2013,20,01/2013
9310,22-Jan-2013,21,01/2013
9311,22-Jan-2013,22,01/2013
9312,22-Jan-2013,23,01/2013
9313,23-Jan-2013,0,01/2013
9314,23-Jan-2013,1,01/2013
9315,23-Jan-2013,2,01/2013
9316,23-Jan-2013,3,01/2013
9317,23-Jan-2013,4,01/2013
9318,23-Jan-2013,5,01/2013
9319,23-Jan-2013,6,01/2013
9320,23-Jan-2013,7,01/2013
9321,23-Jan-2013,8,01/2013
9322,23-Jan-2013,9,01/2013
9323,23-Jan-2013,10,01/2013
9324,23-Jan-2013,11,01/2013
9325,23-Jan-2013,12,01/2013
9326,23-Jan-2013,13,01/2013
9327,23-Jan-2013,14,01/2013
9328,23-Jan-2013,15,01/2013
9329,23-Jan-2013,16,01/2013
9330,23-Jan-2013,17,01/2013
9331,23-Jan-2013,18,01/2013
9332,23-Jan-2013,19,01/2013
9333,23-Jan-2013,20,01/2013
9334,23-Jan-2013,21,01/2013
9335,23-Jan-2013,22,01/2013
9336,23-Jan-2013,23,01/2013
9337,24-Jan-2013,0,01/2013
9338,24-Jan-2013,1,01/2013
9339,24-Jan-2013,2,01/2013
9340,24-Jan-2013,3,01/2013
9341,24-Jan-2013,4,01/2013
9342,24-Jan-2013,5,01/2013
9343,24-Jan-2013,6,01/2013
9344,24-Jan-2013,7,01/2013
9345,24-Jan-2013,8,01/2013
9346,24-Jan-2013,9,01/2013
9347,24-Jan-2013,10,01/2013
9348,24-Jan-2013,11,01/2013
9349,24-Jan-2013,12,01/2013
9350,24-Jan-2013,13,01/2013
9351,24-Jan-2013,14,01/2013
9352,24-Jan-2013,15,01/2013
9353,24-Jan-2013,16,01/2013
9354,24-Jan-2013,17,01/2013
9355,24-Jan-2013,18,01/2013
9356,24-Jan-2013,19,01/2013
9357,24-Jan-2013,20,01/2013
9358,24-Jan-2013,21,01/2013
9359,24-Jan-2013,22,01/2013
9360,24-Jan-2013,23,01/2013
9361,25-Jan-2013,0,01/2013
9362,25-Jan-2013,1,01/2013
9363,25-Jan-2013,2,01/2013
9364,25-Jan-2013,3,01/2013
9365,25-Jan-2013,4,01/2013
9366,25-Jan-2013,5,01/2013
9367,25-Jan-2013,6,01/2013
9368,25-Jan-2013,7,01/2013
9369,25-Jan-2013,8,01/2013
9370,25-Jan-2013,9,01/2013
9371,25-Jan-2013,10,01/2013
9372,25-Jan-2013,11,01/2013
9373,25-Jan-2013,12,01/2013
9374,25-Jan-2013,13,01/2013
9375,25-Jan-2013,14,01/2013
9376,25-Jan-2013,15,01/2013
9377,25-Jan-2013,16,01/2013
9378,25-Jan-2013,17,01/2013
9379,25-Jan-2013,18,01/2013
9380,25-Jan-2013,19,01/2013
9381,25-Jan-2013,20,01/2013
9382,25-Jan-2013,21,01/2013
9383,25-Jan-2013,22,01/2013
9384,25-Jan-2013,23,01/2013
9385,26-Jan-2013,0,01/2013
9386,26-Jan-2013,1,01/2013
9387,26-Jan-2013,2,01/2013
9388,26-Jan-2013,3,01/2013
9389,26-Jan-2013,4,01/2013
9390,26-Jan-2013,5,01/2013
9391,26-Jan-2013,6,01/2013
9392,26-Jan-2013,7,01/2013
9393,26-Jan-2013,8,01/2013
9394,26-Jan-2013,9,01/2013
9395,26-Jan-2013,10,01/2013
9396,26-Jan-2013,11,01/2013
9397,26-Jan-2013,12,01/2013
9398,26-Jan-2013,13,01/2013
9399,26-Jan-2013,14,01/2013
9400,26-Jan-2013,15,01/2013
9401,26-Jan-2013,16,01/2013
9402,26-Jan-2013,17,01/2013
9403,26-Jan-2013,18,01/2013
9404,26-Jan-2013,19,01/2013
9405,26-Jan-2013,20,01/2013
9406,26-Jan-2013,21,01/2013
9407,26-Jan-2013,22,01/2013
9408,26-Jan-2013,23,01/2013
9409,27-Jan-2013,0,01/2013
9410,27-Jan-2013,1,01/2013
9411,27-Jan-2013,2,01/2013
9412,27-Jan-2013,3,01/2013
9413,27-Jan-2013,4,01/2013
9414,27-Jan-2013,5,01/2013
9415,27-Jan-2013,6,01/2013
9416,27-Jan-2013,7,01/2013
9417,27-Jan-2013,8,01/2013
9418,27-Jan-2013,9,01/2013
9419,27-Jan-2013,10,01/2013
9420,27-Jan-2013,11,01/2013
9421,27-Jan-2013,12,01/2013
9422,27-Jan-2013,13,01/2013
9423,27-Jan-2013,14,01/2013
9424,27-Jan-2013,15,01/2013
9425,27-Jan-2013,16,01/2013
9426,27-Jan-2013,17,01/2013
9427,27-Jan-2013,18,01/2013
9428,27-Jan-2013,19,01/2013
9429,27-Jan-2013,20,01/2013
9430,27-Jan-2013,21,01/2013
9431,27-Jan-2013,22,01/2013
9432,27-Jan-2013,23,01/2013
9433,28-Jan-2013,0,01/2013
9434,28-Jan-2013,1,01/2013
9435,28-Jan-2013,2,01/2013
9436,28-Jan-2013,3,01/2013
9437,28-Jan-2013,4,01/2013
9438,28-Jan-2013,5,01/2013
9439,28-Jan-2013,6,01/2013
9440,28-Jan-2013,7,01/2013
9441,28-Jan-2013,8,01/2013
9442,28-Jan-2013,9,01/2013
9443,28-Jan-2013,10,01/2013
9444,28-Jan-2013,11,01/2013
9445,28-Jan-2013,12,01/2013
9446,28-Jan-2013,13,01/2013
9447,28-Jan-2013,14,01/2013
9448,28-Jan-2013,15,01/2013
9449,28-Jan-2013,16,01/2013
9450,28-Jan-2013,17,01/2013
9451,28-Jan-2013,18,01/2013
9452,28-Jan-2013,19,01/2013
9453,28-Jan-2013,20,01/2013
9454,28-Jan-2013,21,01/2013
9455,28-Jan-2013,22,01/2013
9456,28-Jan-2013,23,01/2013
9457,29-Jan-2013,0,01/2013
9458,29-Jan-2013,1,01/2013
9459,29-Jan-2013,2,01/2013
9460,29-Jan-2013,3,01/2013
9461,29-Jan-2013,4,01/2013
9462,29-Jan-2013,5,01/2013
9463,29-Jan-2013,6,01/2013
9464,29-Jan-2013,7,01/2013
9465,29-Jan-2013,8,01/2013
9466,29-Jan-2013,9,01/2013
9467,29-Jan-2013,10,01/2013
9468,29-Jan-2013,11,01/2013
9469,29-Jan-2013,12,01/2013
9470,29-Jan-2013,13,01/2013
9471,29-Jan-2013,14,01/2013
9472,29-Jan-2013,15,01/2013
9473,29-Jan-2013,16,01/2013
9474,29-Jan-2013,17,01/2013
9475,29-Jan-2013,18,01/2013
9476,29-Jan-2013,19,01/2013
9477,29-Jan-2013,20,01/2013
9478,29-Jan-2013,21,01/2013
9479,29-Jan-2013,22,01/2013
9480,29-Jan-2013,23,01/2013
9481,30-Jan-2013,0,01/2013
9482,30-Jan-2013,1,01/2013
9483,30-Jan-2013,2,01/2013
9484,30-Jan-2013,3,01/2013
9485,30-Jan-2013,4,01/2013
9486,30-Jan-2013,5,01/2013
9487,30-Jan-2013,6,01/2013
9488,30-Jan-2013,7,01/2013
9489,30-Jan-2013,8,01/2013
9490,30-Jan-2013,9,01/2013
9491,30-Jan-2013,10,01/2013
9492,30-Jan-2013,11,01/2013
9493,30-Jan-2013,12,01/2013
9494,30-Jan-2013,13,01/2013
9495,30-Jan-2013,14,01/2013
9496,30-Jan-2013,15,01/2013
9497,30-Jan-2013,16,01/2013
9498,30-Jan-2013,17,01/2013
9499,30-Jan-2013,18,01/2013
9500,30-Jan-2013,19,01/2013
9501,30-Jan-2013,20,01/2013
9502,30-Jan-2013,21,01/2013
9503,30-Jan-2013,22,01/2013
9504,30-Jan-2013,23,01/2013
9505,31-Jan-2013,0,01/2013
9506,31-Jan-2013,1,01/2013
9507,31-Jan-2013,2,01/2013
9508,31-Jan-2013,3,01/2013
9509,31-Jan-2013,4,01/2013
9510,31-Jan-2013,5,01/2013
9511,31-Jan-2013,6,01/2013
9512,31-Jan-2013,7,01/2013
9513,31-Jan-2013,8,01/2013
9514,31-Jan-2013,9,01/2013
9515,31-Jan-2013,10,01/2013
9516,31-Jan-2013,11,01/2013
9517,31-Jan-2013,12,01/2013
9518,31-Jan-2013,13,01/2013
