id,date_value,hour_value,mmYYYY_value
17631,4-Jan-2014,14,01/2014
17632,4-Jan-2014,15,01/2014
17633,4-Jan-2014,16,01/2014
17634,4-Jan-2014,17,01/2014
17635,4-Jan-2014,18,01/2014
17636,4-Jan-2014,19,01/2014
17637,4-Jan-2014,20,01/2014
17638,4-Jan-2014,21,01/2014
17639,4-Jan-2014,22,01/2014
17640,4-Jan-2014,23,01/2014
17641,5-Jan-2014,0,01/2014
17642,5-Jan-2014,1,01/2014
17643,5-Jan-2014,2,01/2014
17644,5-Jan-2014,3,01/2014
17645,5-Jan-2014,4,01/2014
17646,5-Jan-2014,5,01/2014
17647,5-Jan-2014,6,01/2014
17648,5-Jan-2014,7,01/2014
17649,5-Jan-2014,8,01/2014
17650,5-Jan-2014,9,01/2014
17651,5-Jan-2014,10,01/2014
17652,5-Jan-2014,11,01/2014
17653,5-Jan-2014,12,01/2014
17654,5-Jan-2014,13,01/2014
17655,5-Jan-2014,14,01/2014
17656,5-Jan-2014,15,01/2014
17657,5-Jan-2014,16,01/2014
17658,5-Jan-2014,17,01/2014
17659,5-Jan-2014,18,01/2014
17660,5-Jan-2014,19,01/2014
17661,5-Jan-2014,20,01/2014
17662,5-Jan-2014,21,01/2014
17663,5-Jan-2014,22,01/2014
17664,5-Jan-2014,23,01/2014
17665,6-Jan-2014,0,01/2014
17666,6-Jan-2014,1,01/2014
17667,6-Jan-2014,2,01/2014
17668,6-Jan-2014,3,01/2014
17669,6-Jan-2014,4,01/2014
17670,6-Jan-2014,5,01/2014
17671,6-Jan-2014,6,01/2014
17672,6-Jan-2014,7,01/2014
17673,6-Jan-2014,8,01/2014
17674,6-Jan-2014,9,01/2014
17675,6-Jan-2014,10,01/2014
17676,6-Jan-2014,11,01/2014
17677,6-Jan-2014,12,01/2014
17678,6-Jan-2014,13,01/2014
17679,6-Jan-2014,14,01/2014
17680,6-Jan-2014,15,01/2014
17681,6-Jan-2014,16,01/2014
17682,6-Jan-2014,17,01/2014
17683,6-Jan-2014,18,01/2014
17684,6-Jan-2014,19,01/2014
17685,6-Jan-2014,20,01/2014
17686,6-Jan-2014,21,01/2014
17687,6-Jan-2014,22,01/2014
17688,6-Jan-2014,23,01/2014
17689,7-Jan-2014,0,01/2014
17690,7-Jan-2014,1,01/2014
17691,7-Jan-2014,2,01/2014
17692,7-Jan-2014,3,01/2014
17693,7-Jan-2014,4,01/2014
17694,7-Jan-2014,5,01/2014
17695,7-Jan-2014,6,01/2014
17696,7-Jan-2014,7,01/2014
17697,7-Jan-2014,8,01/2014
17698,7-Jan-2014,9,01/2014
17699,7-Jan-2014,10,01/2014
17700,7-Jan-2014,11,01/2014
17701,7-Jan-2014,12,01/2014
17702,7-Jan-2014,13,01/2014
17703,7-Jan-2014,14,01/2014
17704,7-Jan-2014,15,01/2014
17705,7-Jan-2014,16,01/2014
17706,7-Jan-2014,17,01/2014
17707,7-Jan-2014,18,01/2014
17708,7-Jan-2014,19,01/2014
17709,7-Jan-2014,20,01/2014
17710,7-Jan-2014,21,01/2014
17711,7-Jan-2014,22,01/2014
17712,7-Jan-2014,23,01/2014
17713,8-Jan-2014,0,01/2014
17714,8-Jan-2014,1,01/2014
17715,8-Jan-2014,2,01/2014
17716,8-Jan-2014,3,01/2014
17717,8-Jan-2014,4,01/2014
17718,8-Jan-2014,5,01/2014
17719,8-Jan-2014,6,01/2014
17720,8-Jan-2014,7,01/2014
17721,8-Jan-2014,8,01/2014
17722,8-Jan-2014,9,01/2014
17723,8-Jan-2014,10,01/2014
17724,8-Jan-2014,11,01/2014
17725,8-Jan-2014,12,01/2014
17726,8-Jan-2014,13,01/2014
17727,8-Jan-2014,14,01/2014
17728,8-Jan-2014,15,01/2014
17729,8-Jan-2014,16,01/2014
17730,8-Jan-2014,17,01/2014
17731,8-Jan-2014,18,01/2014
17732,8-Jan-2014,19,01/2014
17733,8-Jan-2014,20,01/2014
17734,8-Jan-2014,21,01/2014
17735,8-Jan-2014,22,01/2014
17736,8-Jan-2014,23,01/2014
17737,9-Jan-2014,0,01/2014
17738,9-Jan-2014,1,01/2014
17739,9-Jan-2014,2,01/2014
17740,9-Jan-2014,3,01/2014
17741,9-Jan-2014,4,01/2014
17742,9-Jan-2014,5,01/2014
17743,9-Jan-2014,6,01/2014
17744,9-Jan-2014,7,01/2014
17745,9-Jan-2014,8,01/2014
17746,9-Jan-2014,9,01/2014
17747,9-Jan-2014,10,01/2014
17748,9-Jan-2014,11,01/2014
17749,9-Jan-2014,12,01/2014
17750,9-Jan-2014,13,01/2014
17751,9-Jan-2014,14,01/2014
17752,9-Jan-2014,15,01/2014
17753,9-Jan-2014,16,01/2014
17754,9-Jan-2014,17,01/2014
17755,9-Jan-2014,18,01/2014
17756,9-Jan-2014,19,01/2014
17757,9-Jan-2014,20,01/2014
17758,9-Jan-2014,21,01/2014
17759,9-Jan-2014,22,01/2014
17760,9-Jan-2014,23,01/2014
17761,10-Jan-2014,0,01/2014
17762,10-Jan-2014,1,01/2014
17763,10-Jan-2014,2,01/2014
17764,10-Jan-2014,3,01/2014
17765,10-Jan-2014,4,01/2014
17766,10-Jan-2014,5,01/2014
17767,10-Jan-2014,6,01/2014
17768,10-Jan-2014,7,01/2014
17769,10-Jan-2014,8,01/2014
17770,10-Jan-2014,9,01/2014
17771,10-Jan-2014,10,01/2014
17772,10-Jan-2014,11,01/2014
17773,10-Jan-2014,12,01/2014
17774,10-Jan-2014,13,01/2014
17775,10-Jan-2014,14,01/2014
17776,10-Jan-2014,15,01/2014
17777,10-Jan-2014,16,01/2014
17778,10-Jan-2014,17,01/2014
17779,10-Jan-2014,18,01/2014
17780,10-Jan-2014,19,01/2014
17781,10-Jan-2014,20,01/2014
17782,10-Jan-2014,21,01/2014
17783,10-Jan-2014,22,01/2014
17784,10-Jan-2014,23,01/2014
17785,11-Jan-2014,0,01/2014
17786,11-Jan-2014,1,01/2014
17787,11-Jan-2014,2,01/2014
17788,11-Jan-2014,3,01/2014
17789,11-Jan-2014,4,01/2014
17790,11-Jan-2014,5,01/2014
17791,11-Jan-2014,6,01/2014
17792,11-Jan-2014,7,01/2014
17793,11-Jan-2014,8,01/2014
17794,11-Jan-2014,9,01/2014
17795,11-Jan-2014,10,01/2014
17796,11-Jan-2014,11,01/2014
17797,11-Jan-2014,12,01/2014
17798,11-Jan-2014,13,01/2014
17799,11-Jan-2014,14,01/2014
17800,11-Jan-2014,15,01/2014
17801,11-Jan-2014,16,01/2014
17802,11-Jan-2014,17,01/2014
17803,11-Jan-2014,18,01/2014
17804,11-Jan-2014,19,01/2014
17805,11-Jan-2014,20,01/2014
17806,11-Jan-2014,21,01/2014
17807,11-Jan-2014,22,01/2014
17808,11-Jan-2014,23,01/2014
17809,12-Jan-2014,0,01/2014
17810,12-Jan-2014,1,01/2014
17811,12-Jan-2014,2,01/2014
17812,12-Jan-2014,3,01/2014
17813,12-Jan-2014,4,01/2014
17814,12-Jan-2014,5,01/2014
17815,12-Jan-2014,6,01/2014
17816,12-Jan-2014,7,01/2014
17817,12-Jan-2014,8,01/2014
17818,12-Jan-2014,9,01/2014
17819,12-Jan-2014,10,01/2014
17820,12-Jan-2014,11,01/2014
17821,12-Jan-2014,12,01/2014
17822,12-Jan-2014,13,01/2014
17823,12-Jan-2014,14,01/2014
17824,12-Jan-2014,15,01/2014
17825,12-Jan-2014,16,01/2014
17826,12-Jan-2014,17,01/2014
17827,12-Jan-2014,18,01/2014
17828,12-Jan-2014,19,01/2014
17829,12-Jan-2014,20,01/2014
17830,12-Jan-2014,21,01/2014
17831,12-Jan-2014,22,01/2014
17832,12-Jan-2014,23,01/2014
17833,13-Jan-2014,0,01/2014
17834,13-Jan-2014,1,01/2014
17835,13-Jan-2014,2,01/2014
17836,13-Jan-2014,3,01/2014
17837,13-Jan-2014,4,01/2014
17838,13-Jan-2014,5,01/2014
17839,13-Jan-2014,6,01/2014
17840,13-Jan-2014,7,01/2014
17841,13-Jan-2014,8,01/2014
17842,13-Jan-2014,9,01/2014
17843,13-Jan-2014,10,01/2014
17844,13-Jan-2014,11,01/2014
17845,13-Jan-2014,12,01/2014
17846,13-Jan-2014,13,01/2014
17847,13-Jan-2014,14,01/2014
17848,13-Jan-2014,15,01/2014
17849,13-Jan-2014,16,01/2014
17850,13-Jan-2014,17,01/2014
17851,13-Jan-2014,18,01/2014
17852,13-Jan-2014,19,01/2014
17853,13-Jan-2014,20,01/2014
17854,13-Jan-2014,21,01/2014
17855,13-Jan-2014,22,01/2014
17856,13-Jan-2014,23,01/2014
17857,14-Jan-2014,0,01/2014
17858,14-Jan-2014,1,01/2014
17859,14-Jan-2014,2,01/2014
17860,14-Jan-2014,3,01/2014
17861,14-Jan-2014,4,01/2014
17862,14-Jan-2014,5,01/2014
17863,14-Jan-2014,6,01/2014
17864,14-Jan-2014,7,01/2014
17865,14-Jan-2014,8,01/2014
17866,14-Jan-2014,9,01/2014
17867,14-Jan-2014,10,01/2014
17868,14-Jan-2014,11,01/2014
17869,14-Jan-2014,12,01/2014
17870,14-Jan-2014,13,01/2014
17871,14-Jan-2014,14,01/2014
17872,14-Jan-2014,15,01/2014
17873,14-Jan-2014,16,01/2014
17874,14-Jan-2014,17,01/2014
17875,14-Jan-2014,18,01/2014
17876,14-Jan-2014,19,01/2014
17877,14-Jan-2014,20,01/2014
17878,14-Jan-2014,21,01/2014
17879,14-Jan-2014,22,01/2014
17880,14-Jan-2014,23,01/2014
17881,15-Jan-2014,0,01/2014
17882,15-Jan-2014,1,01/2014
17883,15-Jan-2014,2,01/2014
17884,15-Jan-2014,3,01/2014
17885,15-Jan-2014,4,01/2014
17886,15-Jan-2014,5,01/2014
17887,15-Jan-2014,6,01/2014
17888,15-Jan-2014,7,01/2014
17889,15-Jan-2014,8,01/2014
17890,15-Jan-2014,9,01/2014
17891,15-Jan-2014,10,01/2014
17892,15-Jan-2014,11,01/2014
17893,15-Jan-2014,12,01/2014
17894,15-Jan-2014,13,01/2014
17895,15-Jan-2014,14,01/2014
17896,15-Jan-2014,15,01/2014
17897,15-Jan-2014,16,01/2014
17898,15-Jan-2014,17,01/2014
17899,15-Jan-2014,18,01/2014
17900,15-Jan-2014,19,01/2014
17901,15-Jan-2014,20,01/2014
17902,15-Jan-2014,21,01/2014
17903,15-Jan-2014,22,01/2014
17904,15-Jan-2014,23,01/2014
17905,16-Jan-2014,0,01/2014
17906,16-Jan-2014,1,01/2014
17907,16-Jan-2014,2,01/2014
17908,16-Jan-2014,3,01/2014
17909,16-Jan-2014,4,01/2014
17910,16-Jan-2014,5,01/2014
17911,16-Jan-2014,6,01/2014
17912,16-Jan-2014,7,01/2014
17913,16-Jan-2014,8,01/2014
17914,16-Jan-2014,9,01/2014
17915,16-Jan-2014,10,01/2014
17916,16-Jan-2014,11,01/2014
17917,16-Jan-2014,12,01/2014
17918,16-Jan-2014,13,01/2014
17919,16-Jan-2014,14,01/2014
17920,16-Jan-2014,15,01/2014
17921,16-Jan-2014,16,01/2014
17922,16-Jan-2014,17,01/2014
17923,16-Jan-2014,18,01/2014
17924,16-Jan-2014,19,01/2014
17925,16-Jan-2014,20,01/2014
17926,16-Jan-2014,21,01/2014
17927,16-Jan-2014,22,01/2014
17928,16-Jan-2014,23,01/2014
17929,17-Jan-2014,0,01/2014
17930,17-Jan-2014,1,01/2014
17931,17-Jan-2014,2,01/2014
17932,17-Jan-2014,3,01/2014
17933,17-Jan-2014,4,01/2014
17934,17-Jan-2014,5,01/2014
17935,17-Jan-2014,6,01/2014
17936,17-Jan-2014,7,01/2014
17937,17-Jan-2014,8,01/2014
17938,17-Jan-2014,9,01/2014
17939,17-Jan-2014,10,01/2014
17940,17-Jan-2014,11,01/2014
17941,17-Jan-2014,12,01/2014
17942,17-Jan-2014,13,01/2014
17943,17-Jan-2014,14,01/2014
17944,17-Jan-2014,15,01/2014
17945,17-Jan-2014,16,01/2014
17946,17-Jan-2014,17,01/2014
17947,17-Jan-2014,18,01/2014
17948,17-Jan-2014,19,01/2014
17949,17-Jan-2014,20,01/2014
17950,17-Jan-2014,21,01/2014
17951,17-Jan-2014,22,01/2014
17952,17-Jan-2014,23,01/2014
17953,18-Jan-2014,0,01/2014
17954,18-Jan-2014,1,01/2014
17955,18-Jan-2014,2,01/2014
17956,18-Jan-2014,3,01/2014
17957,18-Jan-2014,4,01/2014
17958,18-Jan-2014,5,01/2014
17959,18-Jan-2014,6,01/2014
17960,18-Jan-2014,7,01/2014
17961,18-Jan-2014,8,01/2014
17962,18-Jan-2014,9,01/2014
17963,18-Jan-2014,10,01/2014
17964,18-Jan-2014,11,01/2014
17965,18-Jan-2014,12,01/2014
17966,18-Jan-2014,13,01/2014
17967,18-Jan-2014,14,01/2014
17968,18-Jan-2014,15,01/2014
17969,18-Jan-2014,16,01/2014
17970,18-Jan-2014,17,01/2014
17971,18-Jan-2014,18,01/2014
17972,18-Jan-2014,19,01/2014
17973,18-Jan-2014,20,01/2014
17974,18-Jan-2014,21,01/2014
17975,18-Jan-2014,22,01/2014
17976,18-Jan-2014,23,01/2014
17977,19-Jan-2014,0,01/2014
17978,19-Jan-2014,1,01/2014
17979,19-Jan-2014,2,01/2014
17980,19-Jan-2014,3,01/2014
17981,19-Jan-2014,4,01/2014
17982,19-Jan-2014,5,01/2014
17983,19-Jan-2014,6,01/2014
17984,19-Jan-2014,7,01/2014
17985,19-Jan-2014,8,01/2014
17986,19-Jan-2014,9,01/2014
17987,19-Jan-2014,10,01/2014
17988,19-Jan-2014,11,01/2014
17989,19-Jan-2014,12,01/2014
17990,19-Jan-2014,13,01/2014
17991,19-Jan-2014,14,01/2014
17992,19-Jan-2014,15,01/2014
17993,19-Jan-2014,16,01/2014
17994,19-Jan-2014,17,01/2014
17995,19-Jan-2014,18,01/2014
17996,19-Jan-2014,19,01/2014
17997,19-Jan-2014,20,01/2014
17998,19-Jan-2014,21,01/2014
17999,19-Jan-2014,22,01/2014
18000,19-Jan-2014,23,01/2014
18001,20-Jan-2014,0,01/2014
18002,20-Jan-2014,1,01/2014
18003,20-Jan-2014,2,01/2014
18004,20-Jan-2014,3,01/2014
18005,20-Jan-2014,4,01/2014
18006,20-Jan-2014,5,01/2014
18007,20-Jan-2014,6,01/2014
18008,20-Jan-2014,7,01/2014
18009,20-Jan-2014,8,01/2014
18010,20-Jan-2014,9,01/2014
18011,20-Jan-2014,10,01/2014
18012,20-Jan-2014,11,01/2014
18013,20-Jan-2014,12,01/2014
18014,20-Jan-2014,13,01/2014
18015,20-Jan-2014,14,01/2014
18016,20-Jan-2014,15,01/2014
18017,20-Jan-2014,16,01/2014
18018,20-Jan-2014,17,01/2014
18019,20-Jan-2014,18,01/2014
18020,20-Jan-2014,19,01/2014
18021,20-Jan-2014,20,01/2014
18022,20-Jan-2014,21,01/2014
18023,20-Jan-2014,22,01/2014
18024,20-Jan-2014,23,01/2014
18025,21-Jan-2014,0,01/2014
18026,21-Jan-2014,1,01/2014
18027,21-Jan-2014,2,01/2014
18028,21-Jan-2014,3,01/2014
18029,21-Jan-2014,4,01/2014
18030,21-Jan-2014,5,01/2014
18031,21-Jan-2014,6,01/2014
18032,21-Jan-2014,7,01/2014
18033,21-Jan-2014,8,01/2014
18034,21-Jan-2014,9,01/2014
18035,21-Jan-2014,10,01/2014
18036,21-Jan-2014,11,01/2014
18037,21-Jan-2014,12,01/2014
18038,21-Jan-2014,13,01/2014
18039,21-Jan-2014,14,01/2014
18040,21-Jan-2014,15,01/2014
18041,21-Jan-2014,16,01/2014
18042,21-Jan-2014,17,01/2014
18043,21-Jan-2014,18,01/2014
18044,21-Jan-2014,19,01/2014
18045,21-Jan-2014,20,01/2014
18046,21-Jan-2014,21,01/2014
18047,21-Jan-2014,22,01/2014
18048,21-Jan-2014,23,01/2014
18049,22-Jan-2014,0,01/2014
18050,22-Jan-2014,1,01/2014
18051,22-Jan-2014,2,01/2014
18052,22-Jan-2014,3,01/2014
18053,22-Jan-2014,4,01/2014
18054,22-Jan-2014,5,01/2014
18055,22-Jan-2014,6,01/2014
18056,22-Jan-2014,7,01/2014
18057,22-Jan-2014,8,01/2014
18058,22-Jan-2014,9,01/2014
18059,22-Jan-2014,10,01/2014
18060,22-Jan-2014,11,01/2014
18061,22-Jan-2014,12,01/2014
18062,22-Jan-2014,13,01/2014
18063,22-Jan-2014,14,01/2014
18064,22-Jan-2014,15,01/2014
18065,22-Jan-2014,16,01/2014
18066,22-Jan-2014,17,01/2014
18067,22-Jan-2014,18,01/2014
18068,22-Jan-2014,19,01/2014
18069,22-Jan-2014,20,01/2014
18070,22-Jan-2014,21,01/2014
18071,22-Jan-2014,22,01/2014
18072,22-Jan-2014,23,01/2014
18073,23-Jan-2014,0,01/2014
18074,23-Jan-2014,1,01/2014
18075,23-Jan-2014,2,01/2014
18076,23-Jan-2014,3,01/2014
18077,23-Jan-2014,4,01/2014
18078,23-Jan-2014,5,01/2014
18079,23-Jan-2014,6,01/2014
18080,23-Jan-2014,7,01/2014
18081,23-Jan-2014,8,01/2014
18082,23-Jan-2014,9,01/2014
18083,23-Jan-2014,10,01/2014
18084,23-Jan-2014,11,01/2014
18085,23-Jan-2014,12,01/2014
18086,23-Jan-2014,13,01/2014
18087,23-Jan-2014,14,01/2014
18088,23-Jan-2014,15,01/2014
18089,23-Jan-2014,16,01/2014
18090,23-Jan-2014,17,01/2014
18091,23-Jan-2014,18,01/2014
18092,23-Jan-2014,19,01/2014
18093,23-Jan-2014,20,01/2014
18094,23-Jan-2014,21,01/2014
18095,23-Jan-2014,22,01/2014
18096,23-Jan-2014,23,01/2014
18097,24-Jan-2014,0,01/2014
18098,24-Jan-2014,1,01/2014
18099,24-Jan-2014,2,01/2014
18100,24-Jan-2014,3,01/2014
18101,24-Jan-2014,4,01/2014
18102,24-Jan-2014,5,01/2014
18103,24-Jan-2014,6,01/2014
18104,24-Jan-2014,7,01/2014
18105,24-Jan-2014,8,01/2014
18106,24-Jan-2014,9,01/2014
18107,24-Jan-2014,10,01/2014
18108,24-Jan-2014,11,01/2014
18109,24-Jan-2014,12,01/2014
18110,24-Jan-2014,13,01/2014
18111,24-Jan-2014,14,01/2014
18112,24-Jan-2014,15,01/2014
18113,24-Jan-2014,16,01/2014
18114,24-Jan-2014,17,01/2014
18115,24-Jan-2014,18,01/2014
18116,24-Jan-2014,19,01/2014
18117,24-Jan-2014,20,01/2014
18118,24-Jan-2014,21,01/2014
18119,24-Jan-2014,22,01/2014
18120,24-Jan-2014,23,01/2014
18121,25-Jan-2014,0,01/2014
18122,25-Jan-2014,1,01/2014
18123,25-Jan-2014,2,01/2014
18124,25-Jan-2014,3,01/2014
18125,25-Jan-2014,4,01/2014
18126,25-Jan-2014,5,01/2014
18127,25-Jan-2014,6,01/2014
18128,25-Jan-2014,7,01/2014
18129,25-Jan-2014,8,01/2014
18130,25-Jan-2014,9,01/2014
18131,25-Jan-2014,10,01/2014
18132,25-Jan-2014,11,01/2014
18133,25-Jan-2014,12,01/2014
18134,25-Jan-2014,13,01/2014
18135,25-Jan-2014,14,01/2014
18136,25-Jan-2014,15,01/2014
18137,25-Jan-2014,16,01/2014
18138,25-Jan-2014,17,01/2014
18139,25-Jan-2014,18,01/2014
18140,25-Jan-2014,19,01/2014
18141,25-Jan-2014,20,01/2014
18142,25-Jan-2014,21,01/2014
18143,25-Jan-2014,22,01/2014
18144,25-Jan-2014,23,01/2014
18145,26-Jan-2014,0,01/2014
18146,26-Jan-2014,1,01/2014
18147,26-Jan-2014,2,01/2014
18148,26-Jan-2014,3,01/2014
18149,26-Jan-2014,4,01/2014
18150,26-Jan-2014,5,01/2014
18151,26-Jan-2014,6,01/2014
18152,26-Jan-2014,7,01/2014
18153,26-Jan-2014,8,01/2014
18154,26-Jan-2014,9,01/2014
18155,26-Jan-2014,10,01/2014
18156,26-Jan-2014,11,01/2014
18157,26-Jan-2014,12,01/2014
18158,26-Jan-2014,13,01/2014
18159,26-Jan-2014,14,01/2014
18160,26-Jan-2014,15,01/2014
18161,26-Jan-2014,16,01/2014
18162,26-Jan-2014,17,01/2014
18163,26-Jan-2014,18,01/2014
18164,26-Jan-2014,19,01/2014
18165,26-Jan-2014,20,01/2014
18166,26-Jan-2014,21,01/2014
18167,26-Jan-2014,22,01/2014
18168,26-Jan-2014,23,01/2014
18169,27-Jan-2014,0,01/2014
18170,27-Jan-2014,1,01/2014
18171,27-Jan-2014,2,01/2014
18172,27-Jan-2014,3,01/2014
18173,27-Jan-2014,4,01/2014
18174,27-Jan-2014,5,01/2014
18175,27-Jan-2014,6,01/2014
18176,27-Jan-2014,7,01/2014
18177,27-Jan-2014,8,01/2014
18178,27-Jan-2014,9,01/2014
18179,27-Jan-2014,10,01/2014
18180,27-Jan-2014,11,01/2014
18181,27-Jan-2014,12,01/2014
18182,27-Jan-2014,13,01/2014
18183,27-Jan-2014,14,01/2014
18184,27-Jan-2014,15,01/2014
18185,27-Jan-2014,16,01/2014
18186,27-Jan-2014,17,01/2014
18187,27-Jan-2014,18,01/2014
18188,27-Jan-2014,19,01/2014
18189,27-Jan-2014,20,01/2014
18190,27-Jan-2014,21,01/2014
18191,27-Jan-2014,22,01/2014
18192,27-Jan-2014,23,01/2014
18193,28-Jan-2014,0,01/2014
18194,28-Jan-2014,1,01/2014
18195,28-Jan-2014,2,01/2014
18196,28-Jan-2014,3,01/2014
18197,28-Jan-2014,4,01/2014
18198,28-Jan-2014,5,01/2014
18199,28-Jan-2014,6,01/2014
18200,28-Jan-2014,7,01/2014
18201,28-Jan-2014,8,01/2014
18202,28-Jan-2014,9,01/2014
18203,28-Jan-2014,10,01/2014
18204,28-Jan-2014,11,01/2014
18205,28-Jan-2014,12,01/2014
18206,28-Jan-2014,13,01/2014
18207,28-Jan-2014,14,01/2014
18208,28-Jan-2014,15,01/2014
18209,28-Jan-2014,16,01/2014
18210,28-Jan-2014,17,01/2014
18211,28-Jan-2014,18,01/2014
18212,28-Jan-2014,19,01/2014
18213,28-Jan-2014,20,01/2014
18214,28-Jan-2014,21,01/2014
18215,28-Jan-2014,22,01/2014
18216,28-Jan-2014,23,01/2014
18217,29-Jan-2014,0,01/2014
18218,29-Jan-2014,1,01/2014
18219,29-Jan-2014,2,01/2014
18220,29-Jan-2014,3,01/2014
18221,29-Jan-2014,4,01/2014
18222,29-Jan-2014,5,01/2014
18223,29-Jan-2014,6,01/2014
18224,29-Jan-2014,7,01/2014
18225,29-Jan-2014,8,01/2014
18226,29-Jan-2014,9,01/2014
18227,29-Jan-2014,10,01/2014
18228,29-Jan-2014,11,01/2014
18229,29-Jan-2014,12,01/2014
18230,29-Jan-2014,13,01/2014
18231,29-Jan-2014,14,01/2014
18232,29-Jan-2014,15,01/2014
18233,29-Jan-2014,16,01/2014
18234,29-Jan-2014,17,01/2014
18235,29-Jan-2014,18,01/2014
18236,29-Jan-2014,19,01/2014
18237,29-Jan-2014,20,01/2014
18238,29-Jan-2014,21,01/2014
18239,29-Jan-2014,22,01/2014
18240,29-Jan-2014,23,01/2014
18241,30-Jan-2014,0,01/2014
18242,30-Jan-2014,1,01/2014
18243,30-Jan-2014,2,01/2014
18244,30-Jan-2014,3,01/2014
18245,30-Jan-2014,4,01/2014
18246,30-Jan-2014,5,01/2014
18247,30-Jan-2014,6,01/2014
18248,30-Jan-2014,7,01/2014
18249,30-Jan-2014,8,01/2014
18250,30-Jan-2014,9,01/2014
18251,30-Jan-2014,10,01/2014
18252,30-Jan-2014,11,01/2014
18253,30-Jan-2014,12,01/2014
18254,30-Jan-2014,13,01/2014
18255,30-Jan-2014,14,01/2014
18256,30-Jan-2014,15,01/2014
18257,30-Jan-2014,16,01/2014
18258,30-Jan-2014,17,01/2014
18259,30-Jan-2014,18,01/2014
18260,30-Jan-2014,19,01/2014
18261,30-Jan-2014,20,01/2014
18262,30-Jan-2014,21,01/2014
18263,30-Jan-2014,22,01/2014
18264,30-Jan-2014,23,01/2014
18265,31-Jan-2014,0,01/2014
18266,31-Jan-2014,1,01/2014
18267,31-Jan-2014,2,01/2014
18268,31-Jan-2014,3,01/2014
18269,31-Jan-2014,4,01/2014
18270,31-Jan-2014,5,01/2014
18271,31-Jan-2014,6,01/2014
18272,31-Jan-2014,7,01/2014
18273,31-Jan-2014,8,01/2014
18274,31-Jan-2014,9,01/2014
18275,31-Jan-2014,10,01/2014
18276,31-Jan-2014,11,01/2014
18277,31-Jan-2014,12,01/2014
18278,31-Jan-2014,13,01/2014
