id,date_value,hour_value,mmYYYY_value
19857,7-Apr-2014,8,04/2014
19858,7-Apr-2014,9,04/2014
19859,7-Apr-2014,10,04/2014
19860,7-Apr-2014,11,04/2014
19861,7-Apr-2014,12,04/2014
19862,7-Apr-2014,13,04/2014
19863,7-Apr-2014,14,04/2014
19864,7-Apr-2014,15,04/2014
19865,7-Apr-2014,16,04/2014
19866,7-Apr-2014,17,04/2014
19867,7-Apr-2014,18,04/2014
19868,7-Apr-2014,19,04/2014
19869,7-Apr-2014,20,04/2014
19870,7-Apr-2014,21,04/2014
19871,7-Apr-2014,22,04/2014
19872,7-Apr-2014,23,04/2014
19873,8-Apr-2014,0,04/2014
19874,8-Apr-2014,1,04/2014
19875,8-Apr-2014,2,04/2014
19876,8-Apr-2014,3,04/2014
19877,8-Apr-2014,4,04/2014
19878,8-Apr-2014,5,04/2014
19879,8-Apr-2014,6,04/2014
19880,8-Apr-2014,7,04/2014
19881,8-Apr-2014,8,04/2014
19882,8-Apr-2014,9,04/2014
19883,8-Apr-2014,10,04/2014
19884,8-Apr-2014,11,04/2014
19885,8-Apr-2014,12,04/2014
19886,8-Apr-2014,13,04/2014
19887,8-Apr-2014,14,04/2014
19888,8-Apr-2014,15,04/2014
19889,8-Apr-2014,16,04/2014
19890,8-Apr-2014,17,04/2014
19891,8-Apr-2014,18,04/2014
19892,8-Apr-2014,19,04/2014
19893,8-Apr-2014,20,04/2014
19894,8-Apr-2014,21,04/2014
19895,8-Apr-2014,22,04/2014
19896,8-Apr-2014,23,04/2014
19897,9-Apr-2014,0,04/2014
19898,9-Apr-2014,1,04/2014
19899,9-Apr-2014,2,04/2014
19900,9-Apr-2014,3,04/2014
19901,9-Apr-2014,4,04/2014
19902,9-Apr-2014,5,04/2014
19903,9-Apr-2014,6,04/2014
19904,9-Apr-2014,7,04/2014
19905,9-Apr-2014,8,04/2014
19906,9-Apr-2014,9,04/2014
19907,9-Apr-2014,10,04/2014
19908,9-Apr-2014,11,04/2014
19909,9-Apr-2014,12,04/2014
19910,9-Apr-2014,13,04/2014
19911,9-Apr-2014,14,04/2014
19912,9-Apr-2014,15,04/2014
19913,9-Apr-2014,16,04/2014
19914,9-Apr-2014,17,04/2014
19915,9-Apr-2014,18,04/2014
19916,9-Apr-2014,19,04/2014
19917,9-Apr-2014,20,04/2014
19918,9-Apr-2014,21,04/2014
19919,9-Apr-2014,22,04/2014
19920,9-Apr-2014,23,04/2014
19921,10-Apr-2014,0,04/2014
19922,10-Apr-2014,1,04/2014
19923,10-Apr-2014,2,04/2014
19924,10-Apr-2014,3,04/2014
19925,10-Apr-2014,4,04/2014
19926,10-Apr-2014,5,04/2014
19927,10-Apr-2014,6,04/2014
19928,10-Apr-2014,7,04/2014
19929,10-Apr-2014,8,04/2014
19930,10-Apr-2014,9,04/2014
19931,10-Apr-2014,10,04/2014
19932,10-Apr-2014,11,04/2014
19933,10-Apr-2014,12,04/2014
19934,10-Apr-2014,13,04/2014
19935,10-Apr-2014,14,04/2014
19936,10-Apr-2014,15,04/2014
19937,10-Apr-2014,16,04/2014
19938,10-Apr-2014,17,04/2014
19939,10-Apr-2014,18,04/2014
19940,10-Apr-2014,19,04/2014
19941,10-Apr-2014,20,04/2014
19942,10-Apr-2014,21,04/2014
19943,10-Apr-2014,22,04/2014
19944,10-Apr-2014,23,04/2014
19945,11-Apr-2014,0,04/2014
19946,11-Apr-2014,1,04/2014
19947,11-Apr-2014,2,04/2014
19948,11-Apr-2014,3,04/2014
19949,11-Apr-2014,4,04/2014
19950,11-Apr-2014,5,04/2014
19951,11-Apr-2014,6,04/2014
19952,11-Apr-2014,7,04/2014
19953,11-Apr-2014,8,04/2014
19954,11-Apr-2014,9,04/2014
19955,11-Apr-2014,10,04/2014
19956,11-Apr-2014,11,04/2014
19957,11-Apr-2014,12,04/2014
19958,11-Apr-2014,13,04/2014
19959,11-Apr-2014,14,04/2014
19960,11-Apr-2014,15,04/2014
19961,11-Apr-2014,16,04/2014
19962,11-Apr-2014,17,04/2014
19963,11-Apr-2014,18,04/2014
19964,11-Apr-2014,19,04/2014
19965,11-Apr-2014,20,04/2014
19966,11-Apr-2014,21,04/2014
19967,11-Apr-2014,22,04/2014
19968,11-Apr-2014,23,04/2014
19969,12-Apr-2014,0,04/2014
19970,12-Apr-2014,1,04/2014
19971,12-Apr-2014,2,04/2014
19972,12-Apr-2014,3,04/2014
19973,12-Apr-2014,4,04/2014
19974,12-Apr-2014,5,04/2014
19975,12-Apr-2014,6,04/2014
19976,12-Apr-2014,7,04/2014
19977,12-Apr-2014,8,04/2014
19978,12-Apr-2014,9,04/2014
19979,12-Apr-2014,10,04/2014
19980,12-Apr-2014,11,04/2014
19981,12-Apr-2014,12,04/2014
19982,12-Apr-2014,13,04/2014
19983,12-Apr-2014,14,04/2014
19984,12-Apr-2014,15,04/2014
19985,12-Apr-2014,16,04/2014
19986,12-Apr-2014,17,04/2014
19987,12-Apr-2014,18,04/2014
19988,12-Apr-2014,19,04/2014
19989,12-Apr-2014,20,04/2014
19990,12-Apr-2014,21,04/2014
19991,12-Apr-2014,22,04/2014
19992,12-Apr-2014,23,04/2014
19993,13-Apr-2014,0,04/2014
19994,13-Apr-2014,1,04/2014
19995,13-Apr-2014,2,04/2014
19996,13-Apr-2014,3,04/2014
19997,13-Apr-2014,4,04/2014
19998,13-Apr-2014,5,04/2014
19999,13-Apr-2014,6,04/2014
20000,13-Apr-2014,7,04/2014
20001,13-Apr-2014,8,04/2014
20002,13-Apr-2014,9,04/2014
20003,13-Apr-2014,10,04/2014
20004,13-Apr-2014,11,04/2014
20005,13-Apr-2014,12,04/2014
20006,13-Apr-2014,13,04/2014
20007,13-Apr-2014,14,04/2014
20008,13-Apr-2014,15,04/2014
20009,13-Apr-2014,16,04/2014
20010,13-Apr-2014,17,04/2014
20011,13-Apr-2014,18,04/2014
20012,13-Apr-2014,19,04/2014
20013,13-Apr-2014,20,04/2014
20014,13-Apr-2014,21,04/2014
20015,13-Apr-2014,22,04/2014
20016,13-Apr-2014,23,04/2014
20017,14-Apr-2014,0,04/2014
20018,14-Apr-2014,1,04/2014
20019,14-Apr-2014,2,04/2014
20020,14-Apr-2014,3,04/2014
20021,14-Apr-2014,4,04/2014
20022,14-Apr-2014,5,04/2014
20023,14-Apr-2014,6,04/2014
20024,14-Apr-2014,7,04/2014
20025,14-Apr-2014,8,04/2014
20026,14-Apr-2014,9,04/2014
20027,14-Apr-2014,10,04/2014
20028,14-Apr-2014,11,04/2014
20029,14-Apr-2014,12,04/2014
20030,14-Apr-2014,13,04/2014
20031,14-Apr-2014,14,04/2014
20032,14-Apr-2014,15,04/2014
20033,14-Apr-2014,16,04/2014
20034,14-Apr-2014,17,04/2014
20035,14-Apr-2014,18,04/2014
20036,14-Apr-2014,19,04/2014
20037,14-Apr-2014,20,04/2014
20038,14-Apr-2014,21,04/2014
20039,14-Apr-2014,22,04/2014
20040,14-Apr-2014,23,04/2014
20041,15-Apr-2014,0,04/2014
20042,15-Apr-2014,1,04/2014
20043,15-Apr-2014,2,04/2014
20044,15-Apr-2014,3,04/2014
20045,15-Apr-2014,4,04/2014
20046,15-Apr-2014,5,04/2014
20047,15-Apr-2014,6,04/2014
20048,15-Apr-2014,7,04/2014
20049,15-Apr-2014,8,04/2014
20050,15-Apr-2014,9,04/2014
20051,15-Apr-2014,10,04/2014
20052,15-Apr-2014,11,04/2014
20053,15-Apr-2014,12,04/2014
20054,15-Apr-2014,13,04/2014
20055,15-Apr-2014,14,04/2014
20056,15-Apr-2014,15,04/2014
20057,15-Apr-2014,16,04/2014
20058,15-Apr-2014,17,04/2014
20059,15-Apr-2014,18,04/2014
20060,15-Apr-2014,19,04/2014
20061,15-Apr-2014,20,04/2014
20062,15-Apr-2014,21,04/2014
20063,15-Apr-2014,22,04/2014
20064,15-Apr-2014,23,04/2014
20065,16-Apr-2014,0,04/2014
20066,16-Apr-2014,1,04/2014
20067,16-Apr-2014,2,04/2014
20068,16-Apr-2014,3,04/2014
20069,16-Apr-2014,4,04/2014
20070,16-Apr-2014,5,04/2014
20071,16-Apr-2014,6,04/2014
20072,16-Apr-2014,7,04/2014
20073,16-Apr-2014,8,04/2014
20074,16-Apr-2014,9,04/2014
20075,16-Apr-2014,10,04/2014
20076,16-Apr-2014,11,04/2014
20077,16-Apr-2014,12,04/2014
20078,16-Apr-2014,13,04/2014
20079,16-Apr-2014,14,04/2014
20080,16-Apr-2014,15,04/2014
20081,16-Apr-2014,16,04/2014
20082,16-Apr-2014,17,04/2014
20083,16-Apr-2014,18,04/2014
20084,16-Apr-2014,19,04/2014
20085,16-Apr-2014,20,04/2014
20086,16-Apr-2014,21,04/2014
20087,16-Apr-2014,22,04/2014
20088,16-Apr-2014,23,04/2014
20089,17-Apr-2014,0,04/2014
20090,17-Apr-2014,1,04/2014
20091,17-Apr-2014,2,04/2014
20092,17-Apr-2014,3,04/2014
20093,17-Apr-2014,4,04/2014
20094,17-Apr-2014,5,04/2014
20095,17-Apr-2014,6,04/2014
20096,17-Apr-2014,7,04/2014
20097,17-Apr-2014,8,04/2014
20098,17-Apr-2014,9,04/2014
20099,17-Apr-2014,10,04/2014
20100,17-Apr-2014,11,04/2014
20101,17-Apr-2014,12,04/2014
20102,17-Apr-2014,13,04/2014
20103,17-Apr-2014,14,04/2014
20104,17-Apr-2014,15,04/2014
20105,17-Apr-2014,16,04/2014
20106,17-Apr-2014,17,04/2014
20107,17-Apr-2014,18,04/2014
20108,17-Apr-2014,19,04/2014
20109,17-Apr-2014,20,04/2014
20110,17-Apr-2014,21,04/2014
20111,17-Apr-2014,22,04/2014
20112,17-Apr-2014,23,04/2014
20113,18-Apr-2014,0,04/2014
20114,18-Apr-2014,1,04/2014
20115,18-Apr-2014,2,04/2014
20116,18-Apr-2014,3,04/2014
20117,18-Apr-2014,4,04/2014
20118,18-Apr-2014,5,04/2014
20119,18-Apr-2014,6,04/2014
20120,18-Apr-2014,7,04/2014
20121,18-Apr-2014,8,04/2014
20122,18-Apr-2014,9,04/2014
20123,18-Apr-2014,10,04/2014
20124,18-Apr-2014,11,04/2014
20125,18-Apr-2014,12,04/2014
20126,18-Apr-2014,13,04/2014
20127,18-Apr-2014,14,04/2014
20128,18-Apr-2014,15,04/2014
20129,18-Apr-2014,16,04/2014
20130,18-Apr-2014,17,04/2014
20131,18-Apr-2014,18,04/2014
20132,18-Apr-2014,19,04/2014
20133,18-Apr-2014,20,04/2014
20134,18-Apr-2014,21,04/2014
20135,18-Apr-2014,22,04/2014
20136,18-Apr-2014,23,04/2014
20137,19-Apr-2014,0,04/2014
20138,19-Apr-2014,1,04/2014
20139,19-Apr-2014,2,04/2014
20140,19-Apr-2014,3,04/2014
20141,19-Apr-2014,4,04/2014
20142,19-Apr-2014,5,04/2014
20143,19-Apr-2014,6,04/2014
20144,19-Apr-2014,7,04/2014
20145,19-Apr-2014,8,04/2014
20146,19-Apr-2014,9,04/2014
20147,19-Apr-2014,10,04/2014
20148,19-Apr-2014,11,04/2014
20149,19-Apr-2014,12,04/2014
20150,19-Apr-2014,13,04/2014
20151,19-Apr-2014,14,04/2014
20152,19-Apr-2014,15,04/2014
20153,19-Apr-2014,16,04/2014
20154,19-Apr-2014,17,04/2014
20155,19-Apr-2014,18,04/2014
20156,19-Apr-2014,19,04/2014
20157,19-Apr-2014,20,04/2014
20158,19-Apr-2014,21,04/2014
20159,19-Apr-2014,22,04/2014
20160,19-Apr-2014,23,04/2014
20161,20-Apr-2014,0,04/2014
20162,20-Apr-2014,1,04/2014
20163,20-Apr-2014,2,04/2014
20164,20-Apr-2014,3,04/2014
20165,20-Apr-2014,4,04/2014
20166,20-Apr-2014,5,04/2014
20167,20-Apr-2014,6,04/2014
20168,20-Apr-2014,7,04/2014
20169,20-Apr-2014,8,04/2014
20170,20-Apr-2014,9,04/2014
20171,20-Apr-2014,10,04/2014
20172,20-Apr-2014,11,04/2014
20173,20-Apr-2014,12,04/2014
20174,20-Apr-2014,13,04/2014
20175,20-Apr-2014,14,04/2014
20176,20-Apr-2014,15,04/2014
20177,20-Apr-2014,16,04/2014
20178,20-Apr-2014,17,04/2014
20179,20-Apr-2014,18,04/2014
20180,20-Apr-2014,19,04/2014
20181,20-Apr-2014,20,04/2014
20182,20-Apr-2014,21,04/2014
20183,20-Apr-2014,22,04/2014
20184,20-Apr-2014,23,04/2014
20185,21-Apr-2014,0,04/2014
20186,21-Apr-2014,1,04/2014
20187,21-Apr-2014,2,04/2014
20188,21-Apr-2014,3,04/2014
20189,21-Apr-2014,4,04/2014
20190,21-Apr-2014,5,04/2014
20191,21-Apr-2014,6,04/2014
20192,21-Apr-2014,7,04/2014
20193,21-Apr-2014,8,04/2014
20194,21-Apr-2014,9,04/2014
20195,21-Apr-2014,10,04/2014
20196,21-Apr-2014,11,04/2014
20197,21-Apr-2014,12,04/2014
20198,21-Apr-2014,13,04/2014
20199,21-Apr-2014,14,04/2014
20200,21-Apr-2014,15,04/2014
20201,21-Apr-2014,16,04/2014
20202,21-Apr-2014,17,04/2014
20203,21-Apr-2014,18,04/2014
20204,21-Apr-2014,19,04/2014
20205,21-Apr-2014,20,04/2014
20206,21-Apr-2014,21,04/2014
20207,21-Apr-2014,22,04/2014
20208,21-Apr-2014,23,04/2014
20209,22-Apr-2014,0,04/2014
20210,22-Apr-2014,1,04/2014
20211,22-Apr-2014,2,04/2014
20212,22-Apr-2014,3,04/2014
20213,22-Apr-2014,4,04/2014
20214,22-Apr-2014,5,04/2014
20215,22-Apr-2014,6,04/2014
20216,22-Apr-2014,7,04/2014
20217,22-Apr-2014,8,04/2014
20218,22-Apr-2014,9,04/2014
20219,22-Apr-2014,10,04/2014
20220,22-Apr-2014,11,04/2014
20221,22-Apr-2014,12,04/2014
20222,22-Apr-2014,13,04/2014
20223,22-Apr-2014,14,04/2014
20224,22-Apr-2014,15,04/2014
20225,22-Apr-2014,16,04/2014
20226,22-Apr-2014,17,04/2014
20227,22-Apr-2014,18,04/2014
20228,22-Apr-2014,19,04/2014
20229,22-Apr-2014,20,04/2014
20230,22-Apr-2014,21,04/2014
20231,22-Apr-2014,22,04/2014
20232,22-Apr-2014,23,04/2014
20233,23-Apr-2014,0,04/2014
20234,23-Apr-2014,1,04/2014
20235,23-Apr-2014,2,04/2014
20236,23-Apr-2014,3,04/2014
20237,23-Apr-2014,4,04/2014
20238,23-Apr-2014,5,04/2014
20239,23-Apr-2014,6,04/2014
20240,23-Apr-2014,7,04/2014
20241,23-Apr-2014,8,04/2014
20242,23-Apr-2014,9,04/2014
20243,23-Apr-2014,10,04/2014
20244,23-Apr-2014,11,04/2014
20245,23-Apr-2014,12,04/2014
20246,23-Apr-2014,13,04/2014
20247,23-Apr-2014,14,04/2014
20248,23-Apr-2014,15,04/2014
20249,23-Apr-2014,16,04/2014
20250,23-Apr-2014,17,04/2014
20251,23-Apr-2014,18,04/2014
20252,23-Apr-2014,19,04/2014
20253,23-Apr-2014,20,04/2014
20254,23-Apr-2014,21,04/2014
20255,23-Apr-2014,22,04/2014
20256,23-Apr-2014,23,04/2014
20257,24-Apr-2014,0,04/2014
20258,24-Apr-2014,1,04/2014
20259,24-Apr-2014,2,04/2014
20260,24-Apr-2014,3,04/2014
20261,24-Apr-2014,4,04/2014
20262,24-Apr-2014,5,04/2014
20263,24-Apr-2014,6,04/2014
20264,24-Apr-2014,7,04/2014
20265,24-Apr-2014,8,04/2014
20266,24-Apr-2014,9,04/2014
20267,24-Apr-2014,10,04/2014
20268,24-Apr-2014,11,04/2014
20269,24-Apr-2014,12,04/2014
20270,24-Apr-2014,13,04/2014
20271,24-Apr-2014,14,04/2014
20272,24-Apr-2014,15,04/2014
20273,24-Apr-2014,16,04/2014
20274,24-Apr-2014,17,04/2014
20275,24-Apr-2014,18,04/2014
20276,24-Apr-2014,19,04/2014
20277,24-Apr-2014,20,04/2014
20278,24-Apr-2014,21,04/2014
20279,24-Apr-2014,22,04/2014
20280,24-Apr-2014,23,04/2014
20281,25-Apr-2014,0,04/2014
20282,25-Apr-2014,1,04/2014
20283,25-Apr-2014,2,04/2014
20284,25-Apr-2014,3,04/2014
20285,25-Apr-2014,4,04/2014
20286,25-Apr-2014,5,04/2014
20287,25-Apr-2014,6,04/2014
20288,25-Apr-2014,7,04/2014
20289,25-Apr-2014,8,04/2014
20290,25-Apr-2014,9,04/2014
20291,25-Apr-2014,10,04/2014
20292,25-Apr-2014,11,04/2014
20293,25-Apr-2014,12,04/2014
20294,25-Apr-2014,13,04/2014
20295,25-Apr-2014,14,04/2014
20296,25-Apr-2014,15,04/2014
20297,25-Apr-2014,16,04/2014
20298,25-Apr-2014,17,04/2014
20299,25-Apr-2014,18,04/2014
20300,25-Apr-2014,19,04/2014
20301,25-Apr-2014,20,04/2014
20302,25-Apr-2014,21,04/2014
20303,25-Apr-2014,22,04/2014
20304,25-Apr-2014,23,04/2014
20305,26-Apr-2014,0,04/2014
20306,26-Apr-2014,1,04/2014
20307,26-Apr-2014,2,04/2014
20308,26-Apr-2014,3,04/2014
20309,26-Apr-2014,4,04/2014
20310,26-Apr-2014,5,04/2014
20311,26-Apr-2014,6,04/2014
20312,26-Apr-2014,7,04/2014
20313,26-Apr-2014,8,04/2014
20314,26-Apr-2014,9,04/2014
20315,26-Apr-2014,10,04/2014
20316,26-Apr-2014,11,04/2014
20317,26-Apr-2014,12,04/2014
20318,26-Apr-2014,13,04/2014
20319,26-Apr-2014,14,04/2014
20320,26-Apr-2014,15,04/2014
20321,26-Apr-2014,16,04/2014
20322,26-Apr-2014,17,04/2014
20323,26-Apr-2014,18,04/2014
20324,26-Apr-2014,19,04/2014
20325,26-Apr-2014,20,04/2014
20326,26-Apr-2014,21,04/2014
20327,26-Apr-2014,22,04/2014
20328,26-Apr-2014,23,04/2014
20329,27-Apr-2014,0,04/2014
20330,27-Apr-2014,1,04/2014
20331,27-Apr-2014,2,04/2014
20332,27-Apr-2014,3,04/2014
20333,27-Apr-2014,4,04/2014
20334,27-Apr-2014,5,04/2014
20335,27-Apr-2014,6,04/2014
20336,27-Apr-2014,7,04/2014
20337,27-Apr-2014,8,04/2014
20338,27-Apr-2014,9,04/2014
20339,27-Apr-2014,10,04/2014
20340,27-Apr-2014,11,04/2014
20341,27-Apr-2014,12,04/2014
20342,27-Apr-2014,13,04/2014
20343,27-Apr-2014,14,04/2014
20344,27-Apr-2014,15,04/2014
20345,27-Apr-2014,16,04/2014
20346,27-Apr-2014,17,04/2014
20347,27-Apr-2014,18,04/2014
20348,27-Apr-2014,19,04/2014
20349,27-Apr-2014,20,04/2014
20350,27-Apr-2014,21,04/2014
20351,27-Apr-2014,22,04/2014
20352,27-Apr-2014,23,04/2014
20353,28-Apr-2014,0,04/2014
20354,28-Apr-2014,1,04/2014
20355,28-Apr-2014,2,04/2014
20356,28-Apr-2014,3,04/2014
20357,28-Apr-2014,4,04/2014
20358,28-Apr-2014,5,04/2014
20359,28-Apr-2014,6,04/2014
20360,28-Apr-2014,7,04/2014
20361,28-Apr-2014,8,04/2014
20362,28-Apr-2014,9,04/2014
20363,28-Apr-2014,10,04/2014
20364,28-Apr-2014,11,04/2014
20365,28-Apr-2014,12,04/2014
20366,28-Apr-2014,13,04/2014
20367,28-Apr-2014,14,04/2014
20368,28-Apr-2014,15,04/2014
20369,28-Apr-2014,16,04/2014
20370,28-Apr-2014,17,04/2014
20371,28-Apr-2014,18,04/2014
20372,28-Apr-2014,19,04/2014
20373,28-Apr-2014,20,04/2014
20374,28-Apr-2014,21,04/2014
20375,28-Apr-2014,22,04/2014
20376,28-Apr-2014,23,04/2014
20377,29-Apr-2014,0,04/2014
20378,29-Apr-2014,1,04/2014
20379,29-Apr-2014,2,04/2014
20380,29-Apr-2014,3,04/2014
20381,29-Apr-2014,4,04/2014
20382,29-Apr-2014,5,04/2014
20383,29-Apr-2014,6,04/2014
20384,29-Apr-2014,7,04/2014
20385,29-Apr-2014,8,04/2014
20386,29-Apr-2014,9,04/2014
20387,29-Apr-2014,10,04/2014
20388,29-Apr-2014,11,04/2014
20389,29-Apr-2014,12,04/2014
20390,29-Apr-2014,13,04/2014
20391,29-Apr-2014,14,04/2014
20392,29-Apr-2014,15,04/2014
20393,29-Apr-2014,16,04/2014
20394,29-Apr-2014,17,04/2014
20395,29-Apr-2014,18,04/2014
20396,29-Apr-2014,19,04/2014
20397,29-Apr-2014,20,04/2014
20398,29-Apr-2014,21,04/2014
20399,29-Apr-2014,22,04/2014
20400,29-Apr-2014,23,04/2014
20401,30-Apr-2014,0,04/2014
20402,30-Apr-2014,1,04/2014
20403,30-Apr-2014,2,04/2014
20404,30-Apr-2014,3,04/2014
20405,30-Apr-2014,4,04/2014
20406,30-Apr-2014,5,04/2014
20407,30-Apr-2014,6,04/2014
20408,30-Apr-2014,7,04/2014
20409,30-Apr-2014,8,04/2014
20410,30-Apr-2014,9,04/2014
20411,30-Apr-2014,10,04/2014
20412,30-Apr-2014,11,04/2014
20413,30-Apr-2014,12,04/2014
20414,30-Apr-2014,13,04/2014
20415,30-Apr-2014,14,04/2014
20416,30-Apr-2014,15,04/2014
20417,30-Apr-2014,16,04/2014
20418,30-Apr-2014,17,04/2014
20419,30-Apr-2014,18,04/2014
20420,30-Apr-2014,19,04/2014
20421,30-Apr-2014,20,04/2014
20422,30-Apr-2014,21,04/2014
20423,30-Apr-2014,22,04/2014
20424,30-Apr-2014,23,04/2014
20425,1-May-2014,0,05/2014
20426,1-May-2014,1,05/2014
20427,1-May-2014,2,05/2014
20428,1-May-2014,3,05/2014
20429,1-May-2014,4,05/2014
20430,1-May-2014,5,05/2014
20431,1-May-2014,6,05/2014
20432,1-May-2014,7,05/2014
20433,1-May-2014,8,05/2014
20434,1-May-2014,9,05/2014
20435,1-May-2014,10,05/2014
20436,1-May-2014,11,05/2014
20437,1-May-2014,12,05/2014
20438,1-May-2014,13,05/2014
20439,1-May-2014,14,05/2014
20440,1-May-2014,15,05/2014
20441,1-May-2014,16,05/2014
20442,1-May-2014,17,05/2014
20443,1-May-2014,18,05/2014
20444,1-May-2014,19,05/2014
20445,1-May-2014,20,05/2014
20446,1-May-2014,21,05/2014
20447,1-May-2014,22,05/2014
20448,1-May-2014,23,05/2014
20449,2-May-2014,0,05/2014
20450,2-May-2014,1,05/2014
20451,2-May-2014,2,05/2014
20452,2-May-2014,3,05/2014
20453,2-May-2014,4,05/2014
20454,2-May-2014,5,05/2014
20455,2-May-2014,6,05/2014
20456,2-May-2014,7,05/2014
20457,2-May-2014,8,05/2014
20458,2-May-2014,9,05/2014
20459,2-May-2014,10,05/2014
20460,2-May-2014,11,05/2014
20461,2-May-2014,12,05/2014
20462,2-May-2014,13,05/2014
20463,2-May-2014,14,05/2014
20464,2-May-2014,15,05/2014
20465,2-May-2014,16,05/2014
20466,2-May-2014,17,05/2014
20467,2-May-2014,18,05/2014
20468,2-May-2014,19,05/2014
20469,2-May-2014,20,05/2014
20470,2-May-2014,21,05/2014
20471,2-May-2014,22,05/2014
20472,2-May-2014,23,05/2014
20473,3-May-2014,0,05/2014
20474,3-May-2014,1,05/2014
20475,3-May-2014,2,05/2014
20476,3-May-2014,3,05/2014
20477,3-May-2014,4,05/2014
20478,3-May-2014,5,05/2014
20479,3-May-2014,6,05/2014
20480,3-May-2014,7,05/2014
20481,3-May-2014,8,05/2014
20482,3-May-2014,9,05/2014
20483,3-May-2014,10,05/2014
20484,3-May-2014,11,05/2014
20485,3-May-2014,12,05/2014
20486,3-May-2014,13,05/2014
20487,3-May-2014,14,05/2014
20488,3-May-2014,15,05/2014
20489,3-May-2014,16,05/2014
20490,3-May-2014,17,05/2014
20491,3-May-2014,18,05/2014
20492,3-May-2014,19,05/2014
20493,3-May-2014,20,05/2014
20494,3-May-2014,21,05/2014
20495,3-May-2014,22,05/2014
20496,3-May-2014,23,05/2014
20497,4-May-2014,0,05/2014
20498,4-May-2014,1,05/2014
20499,4-May-2014,2,05/2014
20500,4-May-2014,3,05/2014
20501,4-May-2014,4,05/2014
20502,4-May-2014,5,05/2014
20503,4-May-2014,6,05/2014
20504,4-May-2014,7,05/2014
20505,4-May-2014,8,05/2014
20506,4-May-2014,9,05/2014
20507,4-May-2014,10,05/2014
20508,4-May-2014,11,05/2014
20509,4-May-2014,12,05/2014
20510,4-May-2014,13,05/2014
20511,4-May-2014,14,05/2014
20512,4-May-2014,15,05/2014
20513,4-May-2014,16,05/2014
20514,4-May-2014,17,05/2014
20515,4-May-2014,18,05/2014
20516,4-May-2014,19,05/2014
20517,4-May-2014,20,05/2014
20518,4-May-2014,21,05/2014
20519,4-May-2014,22,05/2014
20520,4-May-2014,23,05/2014
20521,5-May-2014,0,05/2014
20522,5-May-2014,1,05/2014
20523,5-May-2014,2,05/2014
20524,5-May-2014,3,05/2014
20525,5-May-2014,4,05/2014
20526,5-May-2014,5,05/2014
20527,5-May-2014,6,05/2014
20528,5-May-2014,7,05/2014
20529,5-May-2014,8,05/2014
20530,5-May-2014,9,05/2014
20531,5-May-2014,10,05/2014
20532,5-May-2014,11,05/2014
20533,5-May-2014,12,05/2014
20534,5-May-2014,13,05/2014
20535,5-May-2014,14,05/2014
20536,5-May-2014,15,05/2014
20537,5-May-2014,16,05/2014
20538,5-May-2014,17,05/2014
20539,5-May-2014,18,05/2014
20540,5-May-2014,19,05/2014
20541,5-May-2014,20,05/2014
20542,5-May-2014,21,05/2014
20543,5-May-2014,22,05/2014
20544,5-May-2014,23,05/2014
20545,6-May-2014,0,05/2014
20546,6-May-2014,1,05/2014
20547,6-May-2014,2,05/2014
20548,6-May-2014,3,05/2014
20549,6-May-2014,4,05/2014
20550,6-May-2014,5,05/2014
20551,6-May-2014,6,05/2014
20552,6-May-2014,7,05/2014
20553,6-May-2014,8,05/2014
20554,6-May-2014,9,05/2014
20555,6-May-2014,10,05/2014
20556,6-May-2014,11,05/2014
20557,6-May-2014,12,05/2014
20558,6-May-2014,13,05/2014
20559,6-May-2014,14,05/2014
20560,6-May-2014,15,05/2014
20561,6-May-2014,16,05/2014
20562,6-May-2014,17,05/2014
20563,6-May-2014,18,05/2014
20564,6-May-2014,19,05/2014
20565,6-May-2014,20,05/2014
20566,6-May-2014,21,05/2014
20567,6-May-2014,22,05/2014
20568,6-May-2014,23,05/2014
20569,7-May-2014,0,05/2014
20570,7-May-2014,1,05/2014
20571,7-May-2014,2,05/2014
20572,7-May-2014,3,05/2014
20573,7-May-2014,4,05/2014
20574,7-May-2014,5,05/2014
20575,7-May-2014,6,05/2014
20576,7-May-2014,7,05/2014
20577,7-May-2014,8,05/2014
20578,7-May-2014,9,05/2014
20579,7-May-2014,10,05/2014
20580,7-May-2014,11,05/2014
20581,7-May-2014,12,05/2014
20582,7-May-2014,13,05/2014
20583,7-May-2014,14,05/2014
20584,7-May-2014,15,05/2014
20585,7-May-2014,16,05/2014
20586,7-May-2014,17,05/2014
20587,7-May-2014,18,05/2014
20588,7-May-2014,19,05/2014
20589,7-May-2014,20,05/2014
20590,7-May-2014,21,05/2014
20591,7-May-2014,22,05/2014
20592,7-May-2014,23,05/2014
20593,8-May-2014,0,05/2014
20594,8-May-2014,1,05/2014
20595,8-May-2014,2,05/2014
20596,8-May-2014,3,05/2014
20597,8-May-2014,4,05/2014
20598,8-May-2014,5,05/2014
20599,8-May-2014,6,05/2014
20600,8-May-2014,7,05/2014
20601,8-May-2014,8,05/2014
20602,8-May-2014,9,05/2014
20603,8-May-2014,10,05/2014
20604,8-May-2014,11,05/2014
20605,8-May-2014,12,05/2014
20606,8-May-2014,13,05/2014
20607,8-May-2014,14,05/2014
20608,8-May-2014,15,05/2014
20609,8-May-2014,16,05/2014
20610,8-May-2014,17,05/2014
20611,8-May-2014,18,05/2014
